
+-------+------------+------------+------------------------------------------------------------+-------------+--------------------+
| ISO-3 |   Script   |      Count | ISO Name                                                   | Epitran Key |       Status       |
|  lat  |   ARABIC   |          2 | Latin                                                      |     None    |     SYMPHONYM      |
|  mal  |   ARABIC   |          2 | Malayalam                                                  |     None    |     SYMPHONYM      |
|  mfa  |   ARABIC   |          2 | Pattani Malay                                              |     None    |     SYMPHONYM      |
|  oci  |   ARABIC   |          2 | Occitan (post 1500)                                        |     None    |     SYMPHONYM      |
|  sun  |   ARABIC   |          2 | Sundanese                                                  |     None    |     SYMPHONYM      |
|  tgk  |   ARABIC   |          2 | Tajik                                                      |     None    |     SYMPHONYM      |
|  ukr  |   ARABIC   |          2 | Ukrainian                                                  |     None    |     SYMPHONYM      |
|  vie  |   ARABIC   |          2 | Vietnamese                                                 |     None    |     SYMPHONYM      |
|  zgh  |   ARABIC   |          2 | Standard Moroccan Tamazight                                |     None    |     SYMPHONYM      |
|  ast  |  ARMENIAN  |          2 | Asturian                                                   |     None    |     UNHANDLED      |
|  cat  |  ARMENIAN  |          2 | Catalan                                                    |     None    |     UNHANDLED      |
|  hrv  |  ARMENIAN  |          2 | Croatian                                                   |     None    |     UNHANDLED      |
|  hun  |  ARMENIAN  |          2 | Hungarian                                                  |     None    |     UNHANDLED      |
|  ina  |  ARMENIAN  |          2 | Interlingua (International Auxiliary Language Association) |     None    |     UNHANDLED      |
|  nld  |  ARMENIAN  |          2 | Dutch                                                      |     None    |     UNHANDLED      |
|  slv  |  ARMENIAN  |          2 | Slovenian                                                  |     None    |     UNHANDLED      |
|  yue  |  ARMENIAN  |          2 | Yue Chinese                                                |     None    |     UNHANDLED      |
|  bgd  |  BENGALI   |          2 | Rathwi Bareli                                              |     None    |     SYMPHONYM      |
|  deu  |  BENGALI   |          2 | German                                                     |     None    |     SYMPHONYM      |
|  fra  |  BENGALI   |          2 | French                                                     |     None    |     SYMPHONYM      |
|  mya  |  BENGALI   |          2 | Burmese                                                    |     None    |     SYMPHONYM      |
|  abk  |    CJK     |          2 | Abkhazian                                                  |     None    |     UNHANDLED      |
|  bod  |    CJK     |          2 | Tibetan                                                    |     None    |     UNHANDLED      |
|  ell  |    CJK     |          2 | Modern Greek (1453-)                                       |     None    |     UNHANDLED      |
|  hau  |    CJK     |          2 | Hausa                                                      |     None    |     UNHANDLED      |
|  ibo  |    CJK     |          2 | Igbo                                                       |     None    |     UNHANDLED      |
|  lav  |    CJK     |          2 | Latvian                                                    |     None    |     UNHANDLED      |
|  mya  |    CJK     |          2 | Burmese                                                    |     None    |     UNHANDLED      |
|  sag  |    CJK     |          2 | Sango                                                      |     None    |     UNHANDLED      |
|  sco  |    CJK     |          2 | Scots                                                      |     None    |     UNHANDLED      |
|  trv  |    CJK     |          2 | Sediq                                                      |     None    |     UNHANDLED      |
|  ast  |  CYRILLIC  |          2 | Asturian                                                   |     None    |     SYMPHONYM      |
|  bar  |  CYRILLIC  |          2 | Bavarian                                                   |     None    |     SYMPHONYM      |
|  ben  |  CYRILLIC  |          2 | Bengali                                                    |     None    |     SYMPHONYM      |
|  ckt  |  CYRILLIC  |          2 | Chukot                                                     |     None    |     SYMPHONYM      |
|  gle  |  CYRILLIC  |          2 | Irish                                                      |     None    |     SYMPHONYM      |
|  hin  |  CYRILLIC  |          2 | Hindi                                                      |     None    |     SYMPHONYM      |
|  ido  |  CYRILLIC  |          2 | Ido                                                        |     None    |     SYMPHONYM      |
|  ile  |  CYRILLIC  |          2 | Interlingue                                                |     None    |     SYMPHONYM      |
|  ina  |  CYRILLIC  |          2 | Interlingua (International Auxiliary Language Association) |     None    |     SYMPHONYM      |
|  kon  |  CYRILLIC  |          2 | Kongo                                                      |     None    |     SYMPHONYM      |
|  lzh  |  CYRILLIC  |          2 | Literary Chinese                                           |     None    |     SYMPHONYM      |
|  msa  |  CYRILLIC  |          2 | Malay (macrolanguage)                                      |     None    |     SYMPHONYM      |
|  nds  |  CYRILLIC  |          2 | Low German                                                 |     None    |     SYMPHONYM      |
|  orv  |  CYRILLIC  |          2 | Old Russian                                                |     None    |     SYMPHONYM      |
|  prg  |  CYRILLIC  |          2 | Prussian                                                   |     None    |     SYMPHONYM      |
|  san  |  CYRILLIC  |          2 | Sanskrit                                                   |     None    |     SYMPHONYM      |
|  scn  |  CYRILLIC  |          2 | Sicilian                                                   |     None    |     SYMPHONYM      |
|  sgh  |  CYRILLIC  |          2 | Shughni                                                    |     None    |     SYMPHONYM      |
|  sty  |  CYRILLIC  |          2 | Siberian Tatar                                             |     None    |     SYMPHONYM      |
|  tha  |  CYRILLIC  |          2 | Thai                                                       |     None    |     SYMPHONYM      |
|  uby  |  CYRILLIC  |          2 | Ubykh                                                      |     None    |     SYMPHONYM      |
|  urd  |  CYRILLIC  |          2 | Urdu                                                       |     None    |     SYMPHONYM      |
|  vro  |  CYRILLIC  |          2 | Võro                                                       |     None    |     SYMPHONYM      |
|  wuu  |  CYRILLIC  |          2 | Wu Chinese                                                 |     None    |     SYMPHONYM      |
|  xmf  |  CYRILLIC  |          2 | Mingrelian                                                 |     None    |     SYMPHONYM      |
|  zul  |  CYRILLIC  |          2 | Zulu                                                       |     None    |     SYMPHONYM      |
|  ckb  | DEVANAGARI |          2 | Central Kurdish                                            |     None    |     SYMPHONYM      |
|  ind  | DEVANAGARI |          2 | Indonesian                                                 |     None    |     SYMPHONYM      |
|  mal  | DEVANAGARI |          2 | Malayalam                                                  |     None    |     SYMPHONYM      |
|  mul  | DEVANAGARI |          2 | Multiple languages                                         |     None    |     SYMPHONYM      |
|  nld  | DEVANAGARI |          2 | Dutch                                                      |     None    |     SYMPHONYM      |
|  ori  | DEVANAGARI |          2 | Oriya (macrolanguage)                                      |     None    |     SYMPHONYM      |
|  pan  | DEVANAGARI |          2 | Panjabi                                                    |     None    |     SYMPHONYM      |
|  pol  | DEVANAGARI |          2 | Polish                                                     |     None    |     SYMPHONYM      |
|  ron  | DEVANAGARI |          2 | Romanian                                                   |     None    |     SYMPHONYM      |
|  dty  |  GEORGIAN  |          2 | Dotyali                                                    |     None    |     SYMPHONYM      |
|  hye  |  GEORGIAN  |          2 | Armenian                                                   |     None    |     SYMPHONYM      |
|  ind  |  GEORGIAN  |          2 | Indonesian                                                 |     None    |     SYMPHONYM      |
|  nno  |  GEORGIAN  |          2 | Norwegian Nynorsk                                          |     None    |     SYMPHONYM      |
|  pol  |  GEORGIAN  |          2 | Polish                                                     |     None    |     SYMPHONYM      |
|  sco  |  GEORGIAN  |          2 | Scots                                                      |     None    |     SYMPHONYM      |
|  akk  |   GREEK    |          2 | Akkadian                                                   |     None    |     UNHANDLED      |
|  ara  |   GREEK    |          2 | Arabic                                                     |     None    |     UNHANDLED      |
|  bar  |   GREEK    |          2 | Bavarian                                                   |     None    |     UNHANDLED      |
|  ben  |   GREEK    |          2 | Bengali                                                    |     None    |     UNHANDLED      |
|  bul  |   GREEK    |          2 | Bulgarian                                                  |     None    |     UNHANDLED      |
|  fas  |   GREEK    |          2 | Persian                                                    |     None    |     UNHANDLED      |
|  hrv  |   GREEK    |          2 | Croatian                                                   |     None    |     UNHANDLED      |
|  jpn  |   GREEK    |          2 | Japanese                                                   |     None    |     UNHANDLED      |
|  kat  |   GREEK    |          2 | Georgian                                                   |     None    |     UNHANDLED      |
|  lat  |   GREEK    |          2 | Latin                                                      |     None    |     UNHANDLED      |
|  nob  |   GREEK    |          2 | Norwegian Bokmål                                           |     None    |     UNHANDLED      |
|  slk  |   GREEK    |          2 | Slovak                                                     |     None    |     UNHANDLED      |
|  tsd  |   GREEK    |          2 | Tsakonian                                                  |     None    |     UNHANDLED      |
|  mkd  |  GUJARATI  |          2 | Macedonian                                                 |     None    |     UNHANDLED      |
|  ben  |   HANGUL   |          2 | Bengali                                                    |     None    |     UNHANDLED      |
|  ind  |   HANGUL   |          2 | Indonesian                                                 |     None    |     UNHANDLED      |
|  yue  |   HANGUL   |          2 | Yue Chinese                                                |     None    |     UNHANDLED      |
|  arc  |   HEBREW   |          2 | Official Aramaic (700-300 BCE)                             |     None    |     UNHANDLED      |
|  ben  |   HEBREW   |          2 | Bengali                                                    |     None    |     UNHANDLED      |
|  efi  |   HEBREW   |          2 | Efik                                                       |     None    |     UNHANDLED      |
|  glg  |   HEBREW   |          2 | Galician                                                   |     None    |     UNHANDLED      |
|  swe  |   HEBREW   |          2 | Swedish                                                    |     None    |     UNHANDLED      |
|  tur  |   HEBREW   |          2 | Turkish                                                    |     None    |     UNHANDLED      |
|  uzb  |   HEBREW   |          2 | Uzbek                                                      |     None    |     UNHANDLED      |
|  deu  |  HIRAGANA  |          2 | German                                                     |     None    |     UNHANDLED      |
|  eng  |  HIRAGANA  |          2 | English                                                    |     None    |     UNHANDLED      |
|  ind  |  HIRAGANA  |          2 | Indonesian                                                 |     None    |     UNHANDLED      |
|  deu  |  KANNADA   |          2 | German                                                     |     None    |     SYMPHONYM      |
|  mar  |  KANNADA   |          2 | Marathi                                                    |     None    |     SYMPHONYM      |
|  spa  |  KANNADA   |          2 | Spanish                                                    |     None    |     SYMPHONYM      |
|  tel  |  KANNADA   |          2 | Telugu                                                     |     None    |     SYMPHONYM      |
|  ita  |  KATAKANA  |          2 | Italian                                                    |     None    |     UNHANDLED      |
|  por  |  KATAKANA  |          2 | Portuguese                                                 |     None    |     UNHANDLED      |
|  tgl  |  KATAKANA  |          2 | Tagalog                                                    |     None    |     UNHANDLED      |
|  ada  |   LATIN    |          2 | Adangme                                                    |     None    |     SYMPHONYM      |
|  adi  |   LATIN    |          2 | Adi                                                        |     None    |     SYMPHONYM      |
|  agq  |   LATIN    |          2 | Aghem                                                      |     None    |     SYMPHONYM      |
|  aii  |   LATIN    |          2 | Assyrian Neo-Aramaic                                       |     None    |     SYMPHONYM      |
|  apc  |   LATIN    |          2 | North Levantine Arabic                                     |     None    |     SYMPHONYM      |
|  apm  |   LATIN    |          2 | Mescalero-Chiricahua Apache                                |     None    |     SYMPHONYM      |
|  ari  |   LATIN    |          2 | Arikara                                                    |     None    |     SYMPHONYM      |
|  bal  |   LATIN    |          2 | Baluchi                                                    |     None    |     SYMPHONYM      |
|  bdy  |   LATIN    |          2 | Bandjalang                                                 |     None    |     SYMPHONYM      |
|  blk  |   LATIN    |          2 | Pa'o Karen                                                 |     None    |     SYMPHONYM      |
|  bth  |   LATIN    |          2 | Biatah Bidayuh                                             |     None    |     SYMPHONYM      |
|  btw  |   LATIN    |          2 | Butuanon                                                   |     None    |     SYMPHONYM      |
|  bua  |   LATIN    |          2 | Buriat                                                     |     None    |     SYMPHONYM      |
|  cab  |   LATIN    |          2 | Garifuna                                                   |     None    |     SYMPHONYM      |
|  cak  |   LATIN    |          2 | Kaqchikel                                                  |     None    |     SYMPHONYM      |
|  cas  |   LATIN    |          2 | Tsimané                                                    |     None    |     SYMPHONYM      |
|  chk  |   LATIN    |          2 | Chuukese                                                   |     None    |     SYMPHONYM      |
|  crs  |   LATIN    |          2 | Seselwa Creole French                                      |     None    |     SYMPHONYM      |
|  dje  |   LATIN    |          2 | Zarma                                                      |     None    |     SYMPHONYM      |
|  dlm  |   LATIN    |          2 | Dalmatian                                                  |     None    |     SYMPHONYM      |
|  doi  |   LATIN    |          2 | Dogri (macrolanguage)                                      |     None    |     SYMPHONYM      |
|  efi  |   LATIN    |          2 | Efik                                                       |     None    |     SYMPHONYM      |
|  hay  |   LATIN    |          2 | Haya                                                       |     None    |     SYMPHONYM      |
|  hei  |   LATIN    |          2 | Heiltsuk                                                   |     None    |     SYMPHONYM      |
|  hnn  |   LATIN    |          2 | Hanunoo                                                    |     None    |     SYMPHONYM      |
|  ibl  |   LATIN    |          2 | Ibaloi                                                     |     None    |     SYMPHONYM      |
|  ilp  |   LATIN    |          2 | Iranun (Philippines)                                       |     None    |     SYMPHONYM      |
|  ist  |   LATIN    |          2 | Istriot                                                    |     None    |     SYMPHONYM      |
|  jiv  |   LATIN    |          2 | Shuar                                                      |     None    |     SYMPHONYM      |
|  kbr  |   LATIN    |          2 | Kafa                                                       |     None    |     SYMPHONYM      |
|  kli  |   LATIN    |          2 | Kalumpang                                                  |     None    |     SYMPHONYM      |
|  kln  |   LATIN    |          2 | Kalenjin                                                   |     None    |     SYMPHONYM      |
|  kqs  |   LATIN    |          2 | Northern Kissi                                             |     None    |     SYMPHONYM      |
|  ksb  |   LATIN    |          2 | Shambala                                                   |     None    |     SYMPHONYM      |
|  ksk  |   LATIN    |          2 | Kansa                                                      |     None    |     SYMPHONYM      |
|  kuf  |   LATIN    |          2 | Western Katu                                               |     None    |     SYMPHONYM      |
|  kxd  |   LATIN    |          2 | Brunei                                                     |     None    |     SYMPHONYM      |
|  lng  |   LATIN    |          2 | Langobardic                                                |     None    |     SYMPHONYM      |
|  mak  |   LATIN    |          2 | Makasar                                                    |     None    |     SYMPHONYM      |
|  mrh  |   LATIN    |          2 | Mara Chin                                                  |     None    |     SYMPHONYM      |
|  msb  |   LATIN    |          2 | Masbatenyo                                                 |     None    |     SYMPHONYM      |
|  naq  |   LATIN    |          2 | Khoekhoe                                                   |     None    |     SYMPHONYM      |
|  ncg  |   LATIN    |          2 | Nisga'a                                                    |     None    |     SYMPHONYM      |
|  njz  |   LATIN    |          2 | Nyishi                                                     |     None    |     SYMPHONYM      |
|  nok  |   LATIN    |          2 | Nooksack                                                   |     None    |     SYMPHONYM      |
|  nsk  |   LATIN    |          2 | Naskapi                                                    |     None    |     SYMPHONYM      |
|  nyn  |   LATIN    |          2 | Nyankole                                                   |     None    |     SYMPHONYM      |
|  obi  |   LATIN    |          2 | Obispeño                                                   |     None    |     SYMPHONYM      |
|  ojs  |   LATIN    |          2 | Severn Ojibwa                                              |     None    |     SYMPHONYM      |
|  oma  |   LATIN    |          2 | Omaha-Ponca                                                |     None    |     SYMPHONYM      |
|  onj  |   LATIN    |          2 | Onjob                                                      |     None    |     SYMPHONYM      |
|  osc  |   LATIN    |          2 | Oscan                                                      |     None    |     SYMPHONYM      |
|  otk  |   LATIN    |          2 | Old Turkish                                                |     None    |     SYMPHONYM      |
|  pcc  |   LATIN    |          2 | Bouyei                                                     |     None    |     SYMPHONYM      |
|  pmm  |   LATIN    |          2 | Pomo                                                       |     None    |     SYMPHONYM      |
|  prs  |   LATIN    |          2 | Dari                                                       |     None    |     SYMPHONYM      |
|  pyu  |   LATIN    |          2 | Puyuma                                                     |     None    |     SYMPHONYM      |
|  rad  |   LATIN    |          2 | Rade                                                       |     None    |     SYMPHONYM      |
|  sec  |   LATIN    |          2 | Sechelt                                                    |     None    |     SYMPHONYM      |
|  sid  |   LATIN    |          2 | Sidamo                                                     |     None    |     SYMPHONYM      |
|  sku  |   LATIN    |          2 | Sakao                                                      |     None    |     SYMPHONYM      |
|  sne  |   LATIN    |          2 | Bau Bidayuh                                                |     None    |     SYMPHONYM      |
|  snk  |   LATIN    |          2 | Soninke                                                    |     None    |     SYMPHONYM      |
|  srs  |   LATIN    |          2 | Sarsi                                                      |     None    |     SYMPHONYM      |
|  ssb  |   LATIN    |          2 | Southern Sama                                              |     None    |     SYMPHONYM      |
|  sty  |   LATIN    |          2 | Siberian Tatar                                             |     None    |     SYMPHONYM      |
|  sxu  |   LATIN    |          2 | Upper Saxon                                                |     None    |     SYMPHONYM      |
|  szb  |   LATIN    |          2 | Ngalum                                                     |     None    |     SYMPHONYM      |
|  tbz  |   LATIN    |          2 | Ditammari                                                  |     None    |     SYMPHONYM      |
|  tdd  |   LATIN    |          2 | Tai Nüa                                                    |     None    |     SYMPHONYM      |
|  tix  |   LATIN    |          2 | Southern Tiwa                                              |     None    |     SYMPHONYM      |
|  tlg  |   LATIN    |          2 | Tofanma                                                    |     None    |     SYMPHONYM      |
|  tuo  |   LATIN    |          2 | Tucano                                                     |     None    |     SYMPHONYM      |
|  twf  |   LATIN    |          2 | Northern Tiwa                                              |     None    |     SYMPHONYM      |
|  ulk  |   LATIN    |          2 | Meriam Mir                                                 |     None    |     SYMPHONYM      |
|  wym  |   LATIN    |          2 | Wymysorys                                                  |     None    |     SYMPHONYM      |
|  xgf  |   LATIN    |          2 | Gabrielino-Fernandeño                                      |     None    |     SYMPHONYM      |
|  xpu  |   LATIN    |          2 | Punic                                                      |     None    |     SYMPHONYM      |
|  xrd  |   LATIN    |          2 | Gundungurra                                                |     None    |     SYMPHONYM      |
|  yak  |   LATIN    |          2 | Yakama                                                     |     None    |     SYMPHONYM      |
|  yuk  |   LATIN    |          2 | Yuki                                                       |     None    |     SYMPHONYM      |
|  zag  |   LATIN    |          2 | Zaghawa                                                    |     None    |     SYMPHONYM      |
|  ben  | MALAYALAM  |          2 | Bengali                                                    |     None    |     SYMPHONYM      |
|  abk  |   OTHER    |          2 | Abkhazian                                                  |     None    |     UNHANDLED      |
|  arq  |   OTHER    |          2 | Algerian Arabic                                            |     None    |     UNHANDLED      |
|  atj  |   OTHER    |          2 | Atikamekw                                                  |     None    |     UNHANDLED      |
|  ava  |   OTHER    |          2 | Avaric                                                     |     None    |     UNHANDLED      |
|  azb  |   OTHER    |          2 | South Azerbaijani                                          |     None    |     UNHANDLED      |
|  bet  |   OTHER    |          2 | Guiberoua Béte                                             |     None    |     UNHANDLED      |
|  bxr  |   OTHER    |          2 | Russia Buriat                                              |     None    |     UNHANDLED      |
|  cdo  |   OTHER    |          2 | Min Dong Chinese                                           |     None    |     UNHANDLED      |
|  ceb  |   OTHER    |          2 | Cebuano                                                    |     None    |     UNHANDLED      |
|  chp  |   OTHER    |          2 | Chipewyan                                                  |     None    |     UNHANDLED      |
|  chu  |   OTHER    |          2 | Church Slavic                                              |     None    |     UNHANDLED      |
|  crl  |   OTHER    |          2 | Northern East Cree                                         |     None    |     UNHANDLED      |
|  dag  |   OTHER    |          2 | Dagbani                                                    |     None    |     UNHANDLED      |
|  dtp  |   OTHER    |          2 | Kadazan Dusun                                              |     None    |     UNHANDLED      |
|  egy  |   OTHER    |          2 | Egyptian (Ancient)                                         |     None    |     UNHANDLED      |
|  fur  |   OTHER    |          2 | Friulian                                                   |     None    |     UNHANDLED      |
|  gez  |   OTHER    |          2 | Geez                                                       |     None    |     UNHANDLED      |
|  gla  |   OTHER    |          2 | Scottish Gaelic                                            |     None    |     UNHANDLED      |
|  hau  |   OTHER    |          2 | Hausa                                                      |     None    |     UNHANDLED      |
|  hbs  |   OTHER    |          2 | Serbo-Croatian                                             |     None    |     UNHANDLED      |
|  lij  |   OTHER    |          2 | Ligurian                                                   |     None    |     UNHANDLED      |
|  lmo  |   OTHER    |          2 | Lombard                                                    |     None    |     UNHANDLED      |
|  mad  |   OTHER    |          2 | Madurese                                                   |     None    |     UNHANDLED      |
|  mar  |   OTHER    |          2 | Marathi                                                    |     None    |     UNHANDLED      |
|  mlg  |   OTHER    |          2 | Malagasy                                                   |     None    |     UNHANDLED      |
|  mlt  |   OTHER    |          2 | Maltese                                                    |     None    |     UNHANDLED      |
|  mwl  |   OTHER    |          2 | Mirandese                                                  |     None    |     UNHANDLED      |
|  nap  |   OTHER    |          2 | Neapolitan                                                 |     None    |     UNHANDLED      |
|  nno  |   OTHER    |          2 | Norwegian Nynorsk                                          |     None    |     UNHANDLED      |
|  peo  |   OTHER    |          2 | Old Persian (ca. 600-400 B.C.)                             |     None    |     UNHANDLED      |
|  pms  |   OTHER    |          2 | Piemontese                                                 |     None    |     UNHANDLED      |
|  rif  |   OTHER    |          2 | Tarifit                                                    |     None    |     UNHANDLED      |
|  roh  |   OTHER    |          2 | Romansh                                                    |     None    |     UNHANDLED      |
|  sei  |   OTHER    |          2 | Seri                                                       |     None    |     UNHANDLED      |
|  som  |   OTHER    |          2 | Somali                                                     |     None    |     UNHANDLED      |
|  srd  |   OTHER    |          2 | Sardinian                                                  |     None    |     UNHANDLED      |
|  szl  |   OTHER    |          2 | Silesian                                                   |     None    |     UNHANDLED      |
|  tif  |   OTHER    |          2 | Tifal                                                      |     None    |     UNHANDLED      |
|  tmh  |   OTHER    |          2 | Tamashek                                                   |     None    |     UNHANDLED      |
|  fra  |   TAMIL    |          2 | French                                                     |     None    |     SYMPHONYM      |
|  hin  |   TAMIL    |          2 | Hindi                                                      |     None    |     SYMPHONYM      |
|  nno  |   TAMIL    |          2 | Norwegian Nynorsk                                          |     None    |     SYMPHONYM      |
|  yue  |   TAMIL    |          2 | Yue Chinese                                                |     None    |     SYMPHONYM      |
|  nld  |   TELUGU   |          2 | Dutch                                                      |     None    |     SYMPHONYM      |
|  spa  |   TELUGU   |          2 | Spanish                                                    |     None    |     SYMPHONYM      |
|  zho  |   TELUGU   |          2 | Chinese                                                    |     None    |     SYMPHONYM      |
|  hin  |    THAI    |          2 | Hindi                                                      |     None    |     SYMPHONYM      |
|  lao  |    THAI    |          2 | Lao                                                        |     None    |     SYMPHONYM      |
|  lat  |    THAI    |          2 | Latin                                                      |     None    |     SYMPHONYM      |
|  nan  |    THAI    |          2 | Min Nan Chinese                                            |     None    |     SYMPHONYM      |
|  afb  |   ARABIC   |          1 | Gulf Arabic                                                |     None    |     SYMPHONYM      |
|  arg  |   ARABIC   |          1 | Aragonese                                                  |     None    |     SYMPHONYM      |
|  ars  |   ARABIC   |          1 | Najdi Arabic                                               |     None    |     SYMPHONYM      |
|  asb  |   ARABIC   |          1 | Assiniboine                                                |     None    |     SYMPHONYM      |
|  bft  |   ARABIC   |          1 | Balti                                                      |     None    |     SYMPHONYM      |
|  bgp  |   ARABIC   |          1 | Eastern Balochi                                            |     None    |     SYMPHONYM      |
|  bhr  |   ARABIC   |          1 | Bara Malagasy                                              |     None    |     SYMPHONYM      |
|  bul  |   ARABIC   |          1 | Bulgarian                                                  |     None    |     SYMPHONYM      |
|  ceb  |   ARABIC   |          1 | Cebuano                                                    |     None    |     SYMPHONYM      |
|  cob  |   ARABIC   |          1 | Chicomuceltec                                              |     None    |     SYMPHONYM      |
|  cym  |   ARABIC   |          1 | Welsh                                                      |     None    |     SYMPHONYM      |
|  div  |   ARABIC   |          1 | Dhivehi                                                    |     None    |     SYMPHONYM      |
|  dzo  |   ARABIC   |          1 | Dzongkha                                                   |     None    |     SYMPHONYM      |
|  ell  |   ARABIC   |          1 | Modern Greek (1453-)                                       |     None    |     SYMPHONYM      |
|  est  |   ARABIC   |          1 | Estonian                                                   |     None    |     SYMPHONYM      |
|  eus  |   ARABIC   |          1 | Basque                                                     |     None    |     SYMPHONYM      |
|  fil  |   ARABIC   |          1 | Filipino                                                   |     None    |     SYMPHONYM      |
|  fin  |   ARABIC   |          1 | Finnish                                                    |     None    |     SYMPHONYM      |
|  fry  |   ARABIC   |          1 | Western Frisian                                            |     None    |     SYMPHONYM      |
|  gla  |   ARABIC   |          1 | Scottish Gaelic                                            |     None    |     SYMPHONYM      |
|  gle  |   ARABIC   |          1 | Irish                                                      |     None    |     SYMPHONYM      |
|  grc  |   ARABIC   |          1 | Ancient Greek (to 1453)                                    |     None    |     SYMPHONYM      |
|  hrv  |   ARABIC   |          1 | Croatian                                                   |     None    |     SYMPHONYM      |
|  jav  |   ARABIC   |          1 | Javanese                                                   |     None    |     SYMPHONYM      |
|  kal  |   ARABIC   |          1 | Kalaallisut                                                |     None    |     SYMPHONYM      |
|  kcg  |   ARABIC   |          1 | Tyap                                                       |     None    |     SYMPHONYM      |
|  kik  |   ARABIC   |          1 | Kikuyu                                                     |     None    |     SYMPHONYM      |
|  kls  |   ARABIC   |          1 | Kalasha                                                    |     None    |     SYMPHONYM      |
|  kmz  |   ARABIC   |          1 | Khorasani Turkish                                          |     None    |     SYMPHONYM      |
|  kor  |   ARABIC   |          1 | Korean                                                     |     None    |     SYMPHONYM      |
|  kru  |   ARABIC   |          1 | Kurukh                                                     |     None    |     SYMPHONYM      |
|  ksh  |   ARABIC   |          1 | Kölsch                                                     |     None    |     SYMPHONYM      |
|  loc  |   ARABIC   |          1 | Inonhan                                                    |     None    |     SYMPHONYM      |
|  min  |   ARABIC   |          1 | Minangkabau                                                |     None    |     SYMPHONYM      |
|  mos  |   ARABIC   |          1 | Mossi                                                      |     None    |     SYMPHONYM      |
|  nau  |   ARABIC   |          1 | Nauru                                                      |     None    |     SYMPHONYM      |
|  nqo  |   ARABIC   |          1 | N'Ko                                                       |     None    |     SYMPHONYM      |
|  omn  |   ARABIC   |          1 | Minoan                                                     |     None    |     SYMPHONYM      |
|  rhg  |   ARABIC   |          1 | Rohingya                                                   |     None    |     SYMPHONYM      |
|  san  |   ARABIC   |          1 | Sanskrit                                                   |     None    |     SYMPHONYM      |
|  shd  |   ARABIC   |          1 | Kundal Shahi                                               |     None    |     SYMPHONYM      |
|  sqr  |   ARABIC   |          1 | Siculo Arabic                                              |     None    |     SYMPHONYM      |
|  srk  |   ARABIC   |          1 | Serudung Murut                                             |     None    |     SYMPHONYM      |
|  syr  |   ARABIC   |          1 | Syriac                                                     |     None    |     SYMPHONYM      |
|  tam  |   ARABIC   |          1 | Tamil                                                      |     None    |     SYMPHONYM      |
|  tha  |   ARABIC   |          1 | Thai                                                       |     None    |     SYMPHONYM      |
|  tks  |   ARABIC   |          1 | Takestani                                                  |     None    |     SYMPHONYM      |
|  tmh  |   ARABIC   |          1 | Tamashek                                                   |     None    |     SYMPHONYM      |
|  trw  |   ARABIC   |          1 | Torwali                                                    |     None    |     SYMPHONYM      |
|  wbl  |   ARABIC   |          1 | Wakhi                                                      |     None    |     SYMPHONYM      |
|  aii  |  ARMENIAN  |          1 | Assyrian Neo-Aramaic                                       |     None    |     UNHANDLED      |
|  arc  |  ARMENIAN  |          1 | Official Aramaic (700-300 BCE)                             |     None    |     UNHANDLED      |
|  dan  |  ARMENIAN  |          1 | Danish                                                     |     None    |     UNHANDLED      |
|  glg  |  ARMENIAN  |          1 | Galician                                                   |     None    |     UNHANDLED      |
|  heb  |  ARMENIAN  |          1 | Hebrew                                                     |     None    |     UNHANDLED      |
|  ind  |  ARMENIAN  |          1 | Indonesian                                                 |     None    |     UNHANDLED      |
|  jpn  |  ARMENIAN  |          1 | Japanese                                                   |     None    |     UNHANDLED      |
|  lav  |  ARMENIAN  |          1 | Latvian                                                    |     None    |     UNHANDLED      |
|  nob  |  ARMENIAN  |          1 | Norwegian Bokmål                                           |     None    |     UNHANDLED      |
|  por  |  ARMENIAN  |          1 | Portuguese                                                 |     None    |     UNHANDLED      |
|  sag  |  ARMENIAN  |          1 | Sango                                                      |     None    |     UNHANDLED      |
|  spa  |  ARMENIAN  |          1 | Spanish                                                    |     None    |     UNHANDLED      |
|  bel  |  BENGALI   |          1 | Belarusian                                                 |     None    |     SYMPHONYM      |
|  bod  |  BENGALI   |          1 | Tibetan                                                    |     None    |     SYMPHONYM      |
|  bpi  |  BENGALI   |          1 | Bagupi                                                     |     None    |     SYMPHONYM      |
|  bpv  |  BENGALI   |          1 | Bian Marind                                                |     None    |     SYMPHONYM      |
|  bul  |  BENGALI   |          1 | Bulgarian                                                  |     None    |     SYMPHONYM      |
|  cat  |  BENGALI   |          1 | Catalan                                                    |     None    |     SYMPHONYM      |
|  epo  |  BENGALI   |          1 | Esperanto                                                  |     None    |     SYMPHONYM      |
|  fas  |  BENGALI   |          1 | Persian                                                    |     None    |     SYMPHONYM      |
|  nep  |  BENGALI   |          1 | Nepali (macrolanguage)                                     |     None    |     SYMPHONYM      |
|  ori  |  BENGALI   |          1 | Oriya (macrolanguage)                                      |     None    |     SYMPHONYM      |
|  tel  |  BENGALI   |          1 | Telugu                                                     |     None    |     SYMPHONYM      |
|  tha  |  BENGALI   |          1 | Thai                                                       |     None    |     SYMPHONYM      |
|  tur  |  BENGALI   |          1 | Turkish                                                    |     None    |     SYMPHONYM      |
|  urd  |  BENGALI   |          1 | Urdu                                                       |     None    |     SYMPHONYM      |
